zone_id,year,month,day,avg_temperature
1,2004,3,23,37.875
1,2004,3,24,47.20833333
1,2004,3,25,56.70833333
1,2004,3,26,62.08333333
1,2004,3,27,63.41666667
1,2004,3,28,48.70833333
1,2004,3,29,43.875
1,2004,3,30,45.125
1,2004,3,31,45.79166667
1,2004,4,1,48.5
1,2004,4,2,47
1,2004,4,3,47.25
1,2004,4,4,48.75
1,2004,4,5,42.91666667
1,2004,4,6,47
1,2004,4,7,57.16666667
1,2004,4,8,51.16666667
1,2004,4,9,52.58333333
1,2004,4,10,50.58333333
1,2004,4,11,48.75
1,2004,4,12,48.375
1,2004,4,13,60.625
1,2004,4,14,52.66666667
1,2004,4,15,49.66666667
1,2004,4,16,48.625
1,2004,4,17,62.875
1,2004,4,18,70.95833333
1,2004,4,19,72.91666667
1,2004,4,20,70.58333333
1,2004,4,21,64.95833333
1,2004,4,22,71.29166667
1,2004,4,23,72.375
1,2004,4,24,61.54166667
1,2004,4,25,58.41666667
1,2004,4,26,67.375
1,2004,4,27,59.25
1,2004,4,28,51.25
1,2004,4,29,60.375
1,2004,4,30,64.625
1,2004,5,1,68.75
1,2004,5,2,70.83333333
1,2004,5,3,55.95833333
1,2004,5,4,52.625
1,2004,5,5,59.83333333
1,2004,5,6,63.29166667
1,2004,5,7,72.83333333
1,2004,5,8,59.875
1,2004,5,9,68.58333333
1,2004,5,10,76.04166667
1,2004,5,11,75.45833333
1,2004,5,12,75.16666667
1,2004,5,13,75.20833333
1,2004,5,14,75.95833333
1,2004,5,15,76.83333333
1,2004,5,16,75.79166667
1,2004,5,17,74.625
1,2004,5,18,75.79166667
1,2004,5,19,74.79166667
1,2004,5,20,65.58333333
1,2004,5,21,74.375
1,2004,5,22,77.79166667
1,2004,5,23,80.79166667
1,2004,5,24,80.20833333
1,2004,5,25,80.20833333
1,2004,5,26,76.75
1,2004,5,27,74.70833333
1,2004,5,28,75.70833333
1,2004,5,29,68.20833333
1,2004,5,30,66.29166667
1,2004,5,31,73.29166667
1,2004,6,1,73.45833333
1,2004,6,2,75.41666667
1,2004,6,3,74.16666667
1,2004,6,4,68.25
1,2004,6,5,69.16666667
1,2004,6,6,66.58333333
1,2004,6,7,68.75
1,2004,6,8,72.375
1,2004,6,9,81.08333333
1,2004,6,10,81.04166667
1,2004,6,11,70.875
1,2004,6,12,65.5
1,2004,6,13,67
1,2004,6,14,76.66666667
1,2004,6,15,79.16666667
1,2004,6,16,76.875
1,2004,6,17,80.04166667
1,2004,6,18,80.79166667
1,2004,6,19,79.29166667
1,2004,6,20,69.66666667
1,2004,6,21,69.45833333
1,2004,6,22,78.08333333
1,2004,6,23,76.20833333
1,2004,6,24,75.33333333
1,2004,6,25,74.33333333
1,2004,6,26,74.25
1,2004,6,27,73.58333333
1,2004,6,28,70.33333333
1,2004,6,29,72.08333333
1,2004,6,30,72.91666667
1,2004,7,1,77.70833333
1,2004,7,2,78.08333333
1,2004,7,3,76.625
1,2004,7,4,77.41666667
1,2004,7,5,81.95833333
1,2004,7,6,80.25
1,2004,7,7,77.91666667
1,2004,7,8,80.25
1,2004,7,9,81
1,2004,7,10,79.25
1,2004,7,11,80.375
1,2004,7,12,78.875
1,2004,7,13,79.75
1,2004,7,14,80
1,2004,7,15,76.625
1,2004,7,16,76.5
1,2004,7,17,78.375
1,2004,7,18,75.95833333
1,2004,7,19,76.83333333
1,2004,7,20,78.16666667
1,2004,7,21,78.54166667
1,2004,7,22,79.66666667
1,2004,7,23,75.5
1,2004,7,24,73.16666667
1,2004,7,25,75.20833333
1,2004,7,26,75.25
1,2004,7,27,79.58333333
1,2004,7,28,76.04166667
1,2004,7,29,76.41666667
1,2004,7,30,79.58333333
1,2004,7,31,80.375
1,2004,8,1,79.45833333
1,2004,8,2,77.29166667
1,2004,8,3,73.95833333
1,2004,8,4,79.375
1,2004,8,5,75.125
1,2004,8,6,67.91666667
1,2004,8,7,65.625
1,2004,8,8,68.70833333
1,2004,8,9,73.45833333
1,2004,8,10,75.95833333
1,2004,8,11,76.58333333
1,2004,8,12,76.33333333
1,2004,8,13,72.79166667
1,2004,8,14,70.33333333
1,2004,8,15,69.54166667
1,2004,8,16,70.79166667
1,2004,8,17,71.79166667
1,2004,8,18,74.91666667
1,2004,8,19,78.45833333
1,2004,8,20,80.54166667
1,2004,8,21,77.91666667
1,2004,8,22,69.33333333
1,2004,8,23,68.5
1,2004,8,24,71.54166667
1,2004,8,25,72.20833333
1,2004,8,26,74.5
1,2004,8,27,74.91666667
1,2004,8,28,74.20833333
1,2004,8,29,75.95833333
1,2004,8,30,77.875
1,2004,8,31,76.95833333
1,2004,9,1,72.91666667
1,2004,9,2,70.79166667
1,2004,9,3,72.16666667
1,2004,9,4,74.04166667
1,2004,9,5,72.29166667
1,2004,9,6,73.70833333
1,2004,9,7,75.66666667
1,2004,9,8,76.58333333
1,2004,9,9,78.04166667
1,2004,9,10,72.79166667
1,2004,9,11,69.70833333
1,2004,9,12,67.625
1,2004,9,13,67.91666667
1,2004,9,14,69.33333333
1,2004,9,15,72.25
1,2004,9,16,73.20833333
1,2004,9,17,76.66666667
1,2004,9,18,68.75
1,2004,9,19,60.83333333
1,2004,9,20,60.625
1,2004,9,21,62.04166667
1,2004,9,22,67.83333333
1,2004,9,23,69.20833333
1,2004,9,24,66.375
1,2004,9,25,64.70833333
1,2004,9,26,65.79166667
1,2004,9,27,70.16666667
1,2004,9,28,73.875
1,2004,9,29,67.95833333
1,2004,9,30,68.16666667
1,2004,10,1,66.79166667
1,2004,10,2,69.66666667
1,2004,10,3,65.91666667
1,2004,10,4,63.91666667
1,2004,10,5,60.20833333
1,2004,10,6,54.41666667
1,2004,10,7,56.375
1,2004,10,8,60.45833333
1,2004,10,9,61.25
1,2004,10,10,64.41666667
1,2004,10,11,54.95833333
1,2004,10,12,52.33333333
1,2004,10,13,55.125
1,2004,10,14,60.29166667
1,2004,10,15,61.125
1,2004,10,16,58.45833333
1,2004,10,17,53.58333333
1,2004,10,18,56.83333333
1,2004,10,19,68.45833333
1,2004,10,20,61.04166667
1,2004,10,21,58.125
1,2004,10,22,55.5
1,2004,10,23,53.875
1,2004,10,24,50.54166667
1,2004,10,25,52.91666667
1,2004,10,26,53.375
1,2004,10,27,52.375
1,2004,10,28,53.83333333
1,2004,10,29,56.75
1,2004,10,30,65.95833333
1,2004,10,31,70.75
1,2004,11,1,59.29166667
1,2004,11,2,66.41666667
1,2004,11,3,64.08333333
1,2004,11,4,55.75
1,2004,11,5,52.08333333
1,2004,11,6,49.04166667
1,2004,11,7,56.79166667
1,2004,11,8,52.41666667
1,2004,11,9,43.25
1,2004,11,10,40.875
1,2004,11,11,48.45833333
1,2004,11,12,54.70833333
1,2004,11,13,46.04166667
1,2004,11,14,40.20833333
1,2004,11,15,43.45833333
1,2004,11,16,44.33333333
1,2004,11,17,44.95833333
1,2004,11,18,49.70833333
1,2004,11,19,53.29166667
1,2004,11,20,56.75
1,2004,11,21,53.58333333
1,2004,11,22,54.08333333
1,2004,11,23,55.70833333
1,2004,11,24,60.29166667
1,2004,11,25,59.125
1,2004,11,26,39.66666667
1,2004,11,27,46.83333333
1,2004,11,28,55.875
1,2004,11,29,44.5
1,2004,11,30,45.25
1,2004,12,1,54.625
1,2004,12,2,43.20833333
1,2004,12,3,44.875
1,2004,12,4,41.66666667
1,2004,12,5,46.95833333
1,2004,12,6,51.70833333
1,2004,12,7,60.16666667
1,2004,12,8,59.16666667
1,2004,12,9,52.29166667
1,2004,12,10,61.375
1,2004,12,11,51.25
1,2004,12,12,45.16666667
1,2004,12,13,48
1,2004,12,14,38.25
1,2004,12,15,32.5
1,2004,12,16,34.41666667
1,2004,12,17,39.95833333
1,2004,12,18,41.04166667
1,2004,12,19,38.79166667
1,2004,12,20,21.04166667
1,2004,12,21,33.83333333
1,2004,12,22,49
1,2004,12,23,56.41666667
1,2004,12,24,35.29166667
1,2004,12,25,29.79166667
1,2004,12,26,30.83333333
1,2004,12,27,29.625
1,2004,12,28,25.83333333
1,2004,12,29,40.25
1,2004,12,30,44.29166667
1,2004,12,31,47.54166667
1,2005,1,1,52.83333333
1,2005,1,2,48.83333333
1,2005,1,3,56.95833333
1,2005,1,4,59.20833333
1,2005,1,5,48.91666667
1,2005,1,6,57.79166667
1,2005,1,7,48.70833333
1,2005,1,8,50.75
1,2005,1,9,40.25
1,2005,1,10,43.375
1,2005,1,11,44.08333333
1,2005,1,12,54.875
1,2005,1,13,61.83333333
1,2005,1,14,51.33333333
1,2005,1,15,36.79166667
1,2005,1,16,35.75
1,2005,1,17,28.25
1,2005,1,18,20.45833333
1,2005,1,19,21.875
1,2005,1,20,31.91666667
1,2005,1,21,27.16666667
1,2005,1,22,26.58333333
1,2005,1,23,22.25
1,2005,1,24,24
1,2005,1,25,33.08333333
1,2005,1,26,39.91666667
1,2005,1,27,25.08333333
1,2005,1,28,19.95833333
1,2005,1,29,27.70833333
1,2005,1,30,33.625
1,2005,1,31,32.91666667
1,2005,2,1,34.875
1,2005,2,2,33.125
1,2005,2,3,32.625
1,2005,2,4,35.75
1,2005,2,5,40.04166667
1,2005,2,6,40.54166667
1,2005,2,7,35.875
1,2005,2,8,42.91666667
1,2005,2,9,49.66666667
1,2005,2,10,45.33333333
1,2005,2,11,35.125
1,2005,2,12,39.75
1,2005,2,13,39.875
1,2005,2,14,46.125
1,2005,2,15,51.20833333
1,2005,2,16,50.70833333
1,2005,2,17,39.79166667
1,2005,2,18,33.58333333
1,2005,2,19,29.16666667
1,2005,2,20,35.375
1,2005,2,21,50.75
1,2005,2,22,42.33333333
1,2005,2,23,40.83333333
1,2005,2,24,37
1,2005,2,25,30.95833333
1,2005,2,26,33.91666667
1,2005,2,27,34
1,2005,2,28,39.45833333
1,2005,3,1,37.375
1,2005,3,2,35.70833333
1,2005,3,3,33.45833333
1,2005,3,4,36.16666667
1,2005,3,5,36.875
1,2005,3,6,43.41666667
1,2005,3,7,52.91666667
1,2005,3,8,43
1,2005,3,9,31.54166667
1,2005,3,10,35.70833333
1,2005,3,11,45.54166667
1,2005,3,12,42.75
1,2005,3,13,41.625
1,2005,3,14,37.08333333
1,2005,3,15,37.91666667
1,2005,3,16,38.20833333
1,2005,3,17,38.29166667
1,2005,3,18,41.75
1,2005,3,19,45.29166667
1,2005,3,20,49.70833333
1,2005,3,21,45.875
1,2005,3,22,43.54166667
1,2005,3,23,53.16666667
1,2005,3,24,43.16666667
1,2005,3,25,43.08333333
1,2005,3,26,45.54166667
1,2005,3,27,47.375
1,2005,3,28,56.75
1,2005,3,29,52.125
1,2005,3,30,48.625
1,2005,3,31,49.66666667
1,2005,4,1,51.58333333
1,2005,4,2,55.58333333
1,2005,4,3,49.16666667
1,2005,4,4,53.66666667
1,2005,4,5,52.16666667
1,2005,4,6,65.45833333
1,2005,4,7,66.33333333
1,2005,4,8,59.25
1,2005,4,9,51.66666667
1,2005,4,10,51.16666667
1,2005,4,11,49.58333333
1,2005,4,12,43.79166667
1,2005,4,13,46.91666667
1,2005,4,14,48.125
1,2005,4,15,45.5
1,2005,4,16,44.875
1,2005,4,17,52
1,2005,4,18,60.20833333
1,2005,4,19,63.875
1,2005,4,20,70.95833333
1,2005,4,21,61.625
1,2005,4,22,54.29166667
1,2005,4,23,61.875
1,2005,4,24,49.58333333
1,2005,4,25,53.5
1,2005,4,26,56.875
1,2005,4,27,61.54166667
1,2005,4,28,57.70833333
1,2005,4,29,57.45833333
1,2005,4,30,65.08333333
1,2005,5,1,58.375
1,2005,5,2,54.875
1,2005,5,3,52.75
1,2005,5,4,51.375
1,2005,5,5,51.95833333
1,2005,5,6,49.04166667
1,2005,5,7,55.29166667
1,2005,5,8,59.41666667
1,2005,5,9,56.25
1,2005,5,10,53.08333333
1,2005,5,11,65.41666667
1,2005,5,12,70.70833333
1,2005,5,13,58.25
1,2005,5,14,70.125
1,2005,5,15,73.33333333
1,2005,5,16,67.375
1,2005,5,17,64.16666667
1,2005,5,18,62.875
1,2005,5,19,64.16666667
1,2005,5,20,65.45833333
1,2005,5,21,61.08333333
1,2005,5,22,66.75
1,2005,5,23,66.5
1,2005,5,24,59.125
1,2005,5,25,55.91666667
1,2005,5,26,64.625
1,2005,5,27,73.875
1,2005,5,28,68.625
1,2005,5,29,68.75
1,2005,5,30,71.20833333
1,2005,5,31,68.54166667
1,2005,6,1,64.75
1,2005,6,2,62.70833333
1,2005,6,3,67.25
1,2005,6,4,72.41666667
1,2005,6,5,76.79166667
1,2005,6,6,80.25
1,2005,6,7,79.70833333
1,2005,6,8,81.41666667
1,2005,6,9,81.20833333
1,2005,6,10,80.75
1,2005,6,11,79.66666667
1,2005,6,12,80.70833333
1,2005,6,13,83.91666667
1,2005,6,14,87.08333333
1,2005,6,15,86.625
1,2005,6,16,82.66666667
1,2005,6,17,76.75
1,2005,6,18,73.95833333
1,2005,6,19,72.08333333
1,2005,6,20,67.66666667
1,2005,6,21,70.66666667
1,2005,6,22,78.29166667
1,2005,6,23,74.41666667
1,2005,6,24,75.45833333
1,2005,6,25,77.33333333
1,2005,6,26,76.58333333
1,2005,6,27,80.875
1,2005,6,28,83.66666667
1,2005,6,29,77.41666667
1,2005,6,30,80.79166667
1,2005,7,1,83.625
1,2005,7,2,80.45833333
1,2005,7,3,77.66666667
1,2005,7,4,76.66666667
1,2005,7,5,79.54166667
1,2005,7,6,82.66666667
1,2005,7,7,79.75
1,2005,7,8,80.125
1,2005,7,9,80.79166667
1,2005,7,10,82.125
1,2005,7,11,83.83333333
1,2005,7,12,85.79166667
1,2005,7,13,82.04166667
1,2005,7,14,83.125
1,2005,7,15,82.16666667
1,2005,7,16,83.54166667
1,2005,7,17,86.16666667
1,2005,7,18,87.25
1,2005,7,19,88.79166667
1,2005,7,20,86.29166667
1,2005,7,21,85.70833333
1,2005,7,22,85.16666667
1,2005,7,23,83.875
1,2005,7,24,80.33333333
1,2005,7,25,82.45833333
1,2005,7,26,88.16666667
1,2005,7,27,90.29166667
1,2005,7,28,81.41666667
1,2005,7,29,79.16666667
1,2005,7,30,79.20833333
1,2005,7,31,78.875
1,2005,8,1,79.79166667
1,2005,8,2,81.45833333
1,2005,8,3,84.29166667
1,2005,8,4,83.625
1,2005,8,5,85.16666667
1,2005,8,6,84.79166667
1,2005,8,7,83.75
1,2005,8,8,82.45833333
1,2005,8,9,80.41666667
1,2005,8,10,81.95833333
1,2005,8,11,84.16666667
1,2005,8,12,83.91666667
1,2005,8,13,84.29166667
1,2005,8,14,84.45833333
1,2005,8,15,84.20833333
1,2005,8,16,80.375
1,2005,8,17,77.04166667
1,2005,8,18,76.79166667
1,2005,8,19,77.16666667
1,2005,8,20,80.25
1,2005,8,21,84.04166667
1,2005,8,22,81.79166667
1,2005,8,23,74.375
1,2005,8,24,75.91666667
1,2005,8,25,72.70833333
1,2005,8,26,72.20833333
1,2005,8,27,75.16666667
1,2005,8,28,78.5
1,2005,8,29,77.875
1,2005,8,30,81.125
1,2005,8,31,84.83333333
1,2005,9,1,77.95833333
1,2005,9,2,77.33333333
1,2005,9,3,75.95833333
1,2005,9,4,71.91666667
1,2005,9,5,73.16666667
1,2005,9,6,71.33333333
1,2005,9,7,71.70833333
1,2005,9,8,71.08333333
1,2005,9,9,71.91666667
1,2005,9,10,72.83333333
1,2005,9,11,70.54166667
1,2005,9,12,69.625
1,2005,9,13,74.66666667
1,2005,9,14,80.125
1,2005,9,15,80.5
1,2005,9,16,79.54166667
1,2005,9,17,80.33333333
1,2005,9,18,77.08333333
1,2005,9,19,75.54166667
1,2005,9,20,77.29166667
1,2005,9,21,74.33333333
1,2005,9,22,72.75
1,2005,9,23,79.04166667
1,2005,9,24,75.25
1,2005,9,25,72.25
1,2005,9,26,76.125
1,2005,9,27,72.25
1,2005,9,28,68.04166667
1,2005,9,29,71.625
1,2005,9,30,62.79166667
1,2005,10,1,63.25
1,2005,10,2,63.95833333
1,2005,10,3,69.58333333
1,2005,10,4,73.95833333
1,2005,10,5,74.29166667
1,2005,10,6,76.70833333
1,2005,10,7,76.70833333
1,2005,10,8,74.70833333
1,2005,10,9,64.95833333
1,2005,10,10,67
1,2005,10,11,66.79166667
1,2005,10,12,65.08333333
1,2005,10,13,64.75
1,2005,10,14,66.33333333
1,2005,10,15,69.58333333
1,2005,10,16,65.41666667
1,2005,10,17,58.54166667
1,2005,10,18,64.58333333
1,2005,10,19,65.91666667
1,2005,10,20,65.29166667
1,2005,10,21,63.45833333
1,2005,10,22,67.41666667
1,2005,10,23,57.625
1,2005,10,24,58.83333333
1,2005,10,25,52.45833333
1,2005,10,26,53.41666667
1,2005,10,27,50
1,2005,10,28,48.5
1,2005,10,29,46.91666667
1,2005,10,30,53.375
1,2005,10,31,57.04166667
1,2005,11,1,60.125
1,2005,11,2,55.91666667
1,2005,11,3,54.29166667
1,2005,11,4,62.125
1,2005,11,5,65
1,2005,11,6,65.95833333
1,2005,11,7,59.54166667
1,2005,11,8,60
1,2005,11,9,66.875
1,2005,11,10,60.16666667
1,2005,11,11,48.95833333
1,2005,11,12,48.91666667
1,2005,11,13,59.75
1,2005,11,14,65.29166667
1,2005,11,15,65.70833333
1,2005,11,16,68.79166667
1,2005,11,17,46.83333333
1,2005,11,18,37.5
1,2005,11,19,39.66666667
1,2005,11,20,49.66666667
1,2005,11,21,56.625
1,2005,11,22,49.54166667
1,2005,11,23,41.33333333
1,2005,11,24,52.16666667
1,2005,11,25,32.75
1,2005,11,26,37.04166667
1,2005,11,27,48.16666667
1,2005,11,28,64.875
1,2005,11,29,66.25
1,2005,11,30,55.70833333
1,2005,12,1,43.29166667
1,2005,12,2,43.54166667
1,2005,12,3,39.08333333
1,2005,12,4,51.70833333
1,2005,12,5,38.20833333
1,2005,12,6,35.875
1,2005,12,7,34.625
1,2005,12,8,32.25
1,2005,12,9,41.29166667
1,2005,12,10,37.95833333
1,2005,12,11,45.375
1,2005,12,12,42.375
1,2005,12,13,32.91666667
1,2005,12,14,31.125
1,2005,12,15,45.45833333
1,2005,12,16,46.70833333
1,2005,12,17,41
1,2005,12,18,38.70833333
1,2005,12,19,37.08333333
1,2005,12,20,32.91666667
1,2005,12,21,32.08333333
1,2005,12,22,34.91666667
1,2005,12,23,43.75
1,2005,12,24,46.625
1,2005,12,25,50.20833333
1,2005,12,26,48.66666667
1,2005,12,27,41.875
1,2005,12,28,47.54166667
1,2005,12,29,51.66666667
1,2005,12,30,44.83333333
1,2005,12,31,44.70833333
1,2006,1,1,41.83333333
1,2006,1,2,47.70833333
1,2006,1,3,46.5
1,2006,1,4,42.45833333
1,2006,1,5,47.41666667
1,2006,1,6,42.75
1,2006,1,7,35.45833333
1,2006,1,8,42.20833333
1,2006,1,9,56.79166667
1,2006,1,10,48.41666667
1,2006,1,11,55.70833333
1,2006,1,12,54.375
1,2006,1,13,57.70833333
1,2006,1,14,51.125
1,2006,1,15,37.5
1,2006,1,16,39.33333333
1,2006,1,17,50.20833333
1,2006,1,18,53.79166667
1,2006,1,19,44.75
1,2006,1,20,52.66666667
1,2006,1,21,56.95833333
1,2006,1,22,43.58333333
1,2006,1,23,46.75
1,2006,1,24,45.95833333
1,2006,1,25,45.125
1,2006,1,26,37.75
1,2006,1,27,36.16666667
1,2006,1,28,45.70833333
1,2006,1,29,52.08333333
1,2006,1,30,56.58333333
1,2006,1,31,47.54166667
1,2006,2,1,42.41666667
1,2006,2,2,48.16666667
1,2006,2,3,60.08333333
1,2006,2,4,57.29166667
1,2006,2,5,45.33333333
1,2006,2,6,42.08333333
1,2006,2,7,39.20833333
1,2006,2,8,34.625
1,2006,2,9,34.41666667
1,2006,2,10,37.58333333
1,2006,2,11,43.58333333
1,2006,2,12,36.79166667
1,2006,2,13,34.20833333
1,2006,2,14,42.29166667
1,2006,2,15,50.91666667
1,2006,2,16,55.875
1,2006,2,17,56.33333333
1,2006,2,18,37.70833333
1,2006,2,19,24.83333333
1,2006,2,20,31.875
1,2006,2,21,39.79166667
1,2006,2,22,42.16666667
1,2006,2,23,42.5
1,2006,2,24,42.625
1,2006,2,25,46.45833333
1,2006,2,26,36.375
1,2006,2,27,34.58333333
1,2006,2,28,37.91666667
1,2006,3,1,40.5
1,2006,3,2,54.79166667
1,2006,3,3,40.95833333
1,2006,3,4,40.33333333
1,2006,3,5,41.83333333
1,2006,3,6,41.20833333
1,2006,3,7,39.29166667
1,2006,3,8,40.75
1,2006,3,9,56
1,2006,3,10,67.29166667
1,2006,3,11,59.70833333
1,2006,3,12,66.45833333
1,2006,3,13,71.20833333
1,2006,3,14,63.95833333
1,2006,3,15,49.45833333
1,2006,3,16,49.25
1,2006,3,17,45.91666667
1,2006,3,18,42.70833333
1,2006,3,19,43.91666667
1,2006,3,20,45.33333333
1,2006,3,21,37.83333333
1,2006,3,22,41.04166667
1,2006,3,23,42.83333333
1,2006,3,24,45.16666667
1,2006,3,25,43.95833333
1,2006,3,26,44.29166667
1,2006,3,27,47.5
1,2006,3,28,52.70833333
1,2006,3,29,50.29166667
1,2006,3,30,51.29166667
1,2006,3,31,60.25
1,2006,4,1,67.08333333
1,2006,4,2,58.83333333
1,2006,4,3,59.83333333
1,2006,4,4,54.25
1,2006,4,5,52.66666667
1,2006,4,6,55.33333333
1,2006,4,7,66.5
1,2006,4,8,60.25
1,2006,4,9,46.83333333
1,2006,4,10,50.08333333
1,2006,4,11,54.08333333
1,2006,4,12,62.33333333
1,2006,4,13,67.16666667
1,2006,4,14,66.875
1,2006,4,15,69.29166667
1,2006,4,16,63.20833333
1,2006,4,17,52.875
1,2006,4,18,53.45833333
1,2006,4,19,61.45833333
1,2006,4,20,64.08333333
1,2006,4,21,63.625
1,2006,4,22,64.75
1,2006,4,23,65.41666667
1,2006,4,24,66.91666667
1,2006,4,25,63.875
1,2006,4,26,54.29166667
1,2006,4,27,56.91666667
1,2006,4,28,55.625
1,2006,4,29,52.75
1,2006,4,30,54.16666667
1,2006,5,1,53.625
1,2006,5,2,58.08333333
1,2006,5,3,64.29166667
1,2006,5,4,66.08333333
1,2006,5,5,68.41666667
1,2006,5,6,70.54166667
1,2006,5,7,58.75
1,2006,5,8,56.08333333
1,2006,5,9,58.25
1,2006,5,10,63.41666667
1,2006,5,11,66.125
1,2006,5,12,64
1,2006,5,13,65.70833333
1,2006,5,14,62.375
1,2006,5,15,64.875
1,2006,5,16,62.75
1,2006,5,17,65.70833333
1,2006,5,18,68.20833333
1,2006,5,19,64.54166667
1,2006,5,20,68.625
1,2006,5,21,67.83333333
1,2006,5,22,63.75
1,2006,5,23,58.20833333
1,2006,5,24,62.25
1,2006,5,25,69.70833333
1,2006,5,26,79
1,2006,5,27,74.91666667
1,2006,5,28,73.875
1,2006,5,29,71.25
1,2006,5,30,76
1,2006,5,31,76.04166667
1,2006,6,1,78.33333333
1,2006,6,2,79.75
1,2006,6,3,70.875
1,2006,6,4,69.45833333
1,2006,6,5,66.70833333
1,2006,6,6,66.66666667
1,2006,6,7,71.95833333
1,2006,6,8,69.91666667
1,2006,6,9,72.29166667
1,2006,6,10,70.66666667
1,2006,6,11,68.04166667
1,2006,6,12,64.16666667
1,2006,6,13,69.95833333
1,2006,6,14,65.83333333
1,2006,6,15,71.5
1,2006,6,16,71.70833333
1,2006,6,17,73.5
1,2006,6,18,78.5
1,2006,6,19,79.08333333
1,2006,6,20,78.70833333
1,2006,6,21,79.54166667
1,2006,6,22,81.95833333
1,2006,6,23,79.75
1,2006,6,24,78.41666667
1,2006,6,25,79.45833333
1,2006,6,26,78.04166667
1,2006,6,27,76.54166667
1,2006,6,28,79.04166667
1,2006,6,29,77.79166667
1,2006,6,30,74.83333333
1,2006,7,1,75.29166667
1,2006,7,2,81.95833333
1,2006,7,3,83.25
1,2006,7,4,82.91666667
1,2006,7,5,79.75
1,2006,7,6,72.58333333
1,2006,7,7,70.58333333
1,2006,7,8,70.5
1,2006,7,9,73.125
1,2006,7,10,77.66666667
1,2006,7,11,81.45833333
1,2006,7,12,83.75
1,2006,7,13,82.875
1,2006,7,14,78.25
1,2006,7,15,79.125
1,2006,7,16,80.79166667
1,2006,7,17,82.45833333
1,2006,7,18,83.29166667
1,2006,7,19,80.33333333
1,2006,7,20,81.75
1,2006,7,21,83.66666667
1,2006,7,22,81.58333333
1,2006,7,23,77.66666667
1,2006,7,24,76.95833333
1,2006,7,25,76.20833333
1,2006,7,26,78.79166667
1,2006,7,27,82.16666667
1,2006,7,28,83.04166667
1,2006,7,29,83.70833333
1,2006,7,30,83.41666667
1,2006,7,31,84.5
1,2006,8,1,86.33333333
1,2006,8,2,88.20833333
1,2006,8,3,89.66666667
1,2006,8,4,86.75
1,2006,8,5,81.91666667
1,2006,8,6,78.04166667
1,2006,8,7,81.75
1,2006,8,8,82.29166667
1,2006,8,9,76.79166667
1,2006,8,10,74.125
1,2006,8,11,74.25
1,2006,8,12,72.54166667
1,2006,8,13,71.29166667
1,2006,8,14,76.45833333
1,2006,8,15,81
1,2006,8,16,77.08333333
1,2006,8,17,76
1,2006,8,18,78.125
1,2006,8,19,79.08333333
1,2006,8,20,83.375
1,2006,8,21,77.875
1,2006,8,22,76.58333333
1,2006,8,23,77.41666667
1,2006,8,24,78.04166667
1,2006,8,25,80.875
1,2006,8,26,82.25
1,2006,8,27,81.5
1,2006,8,28,84.625
1,2006,8,29,86.04166667
1,2006,8,30,78.04166667
1,2006,8,31,72.66666667
1,2006,9,1,70.58333333
1,2006,9,2,67.95833333
