zone_id,year,month,day,avg_load,avg_temperature
1,2004,7,19,19417.79167,76.83333333
1,2004,7,20,19549.58333,78.16666667
1,2004,7,21,20600.25,78.54166667
1,2004,7,22,19095.58333,79.66666667
1,2004,7,23,21299.66667,75.5
1,2004,7,24,20068.91667,73.16666667
1,2004,7,25,17529.20833,75.20833333
1,2004,7,26,17760.08333,75.25
1,2004,7,27,18627.95833,79.58333333
1,2004,7,28,20219.29167,76.04166667
1,2004,7,29,17710.54167,76.41666667
1,2004,7,30,20804.95833,79.58333333
1,2004,7,31,22628.29167,80.375
1,2004,8,1,23407.91667,79.45833333
1,2004,8,2,21017.625,77.29166667
1,2004,8,3,21958.25,73.95833333
1,2004,8,4,22892.08333,79.375
1,2004,8,5,17754.08333,75.125
1,2004,8,6,15369.33333,67.91666667
1,2004,8,7,15246.91667,65.625
1,2004,8,8,16147.5,68.70833333
1,2004,8,9,18128.33333,73.45833333
1,2004,8,10,18987.54167,75.95833333
1,2004,8,11,18911.875,76.58333333
1,2004,8,12,16063.08333,76.33333333
1,2004,8,13,16565.79167,72.79166667
1,2004,8,14,14482.16667,70.33333333
1,2004,8,15,14962.375,69.54166667
1,2004,8,16,17210.16667,70.79166667
1,2004,8,17,16757.875,71.79166667
1,2004,8,18,19022.04167,74.91666667
1,2004,8,19,20986.875,78.45833333
1,2004,8,20,21824.04167,80.54166667
1,2004,8,21,19627.20833,77.91666667
1,2004,8,22,17046.125,69.33333333
1,2004,8,23,18117.5,68.5
1,2004,8,24,18910.95833,71.54166667
1,2004,8,25,17212,72.20833333
1,2004,8,26,16980.75,74.5
1,2004,8,27,18915,74.91666667
1,2004,8,28,20447.91667,74.20833333
1,2004,8,29,18987.58333,75.95833333
1,2004,8,30,18209.5,77.875
1,2004,8,31,19312.58333,76.95833333
1,2004,9,1,18360.375,72.91666667
1,2004,9,2,16788,70.79166667
1,2004,9,3,16562.875,72.16666667
1,2004,9,4,17771.70833,74.04166667
1,2004,9,5,17924.66667,72.29166667
1,2004,9,6,15463.375,73.70833333
1,2004,9,7,15681.08333,75.66666667
1,2004,9,8,16104.5,76.58333333
1,2004,9,9,16956.66667,78.04166667
1,2004,9,10,15948.375,72.79166667
1,2004,9,11,16057.75,69.70833333
1,2004,9,12,16350.79167,67.625
1,2004,9,13,16028.54167,67.91666667
1,2004,9,14,15114.16667,69.33333333
1,2004,9,15,14895.70833,72.25
1,2004,9,16,14895.5,73.20833333
1,2004,9,17,15387,76.66666667
1,2004,9,18,13694.95833,68.75
1,2004,9,19,13097.41667,60.83333333
1,2004,9,20,13210.75,60.625
1,2004,9,21,13710,62.04166667
1,2004,9,22,15394.875,67.83333333
1,2004,9,23,15852.29167,69.20833333
1,2004,9,24,15074.5,66.375
1,2004,9,25,15021.20833,64.70833333
1,2004,9,26,14938.75,65.79166667
1,2004,9,27,13799.08333,70.16666667
1,2004,9,28,14502.83333,73.875
1,2004,9,29,14671.45833,67.95833333
1,2004,9,30,14179.375,68.16666667
1,2004,10,1,13179.83333,66.79166667
1,2004,10,2,14367.54167,69.66666667
1,2004,10,3,13381.83333,65.91666667
1,2004,10,4,14026.29167,63.91666667
1,2004,10,5,13233.79167,60.20833333
1,2004,10,6,13389.25,54.41666667
1,2004,10,7,13756.5,56.375
1,2004,10,8,13637.16667,60.45833333
1,2004,10,9,13234.25,61.25
1,2004,10,10,13460.95833,64.41666667
1,2004,10,11,13608.33333,54.95833333
1,2004,10,12,13631.54167,52.33333333
1,2004,10,13,13925,55.125
1,2004,10,14,13620.20833,60.29166667
1,2004,10,15,13350.66667,61.125
1,2004,10,16,14495.45833,58.45833333
1,2004,10,17,14524.5,53.58333333
1,2004,10,18,15124.95833,56.83333333
1,2004,10,19,13764.79167,68.45833333
1,2004,10,20,13693.20833,61.04166667
1,2004,10,21,14174.91667,58.125
1,2004,10,22,14256.83333,55.5
1,2004,10,23,14811.79167,53.875
1,2004,10,24,14450.25,50.54166667
1,2004,10,25,13837.70833,52.91666667
1,2004,10,26,13368.20833,53.375
1,2004,10,27,14495.41667,52.375
1,2004,10,28,14651.33333,53.83333333
1,2004,10,29,13686.25,56.75
1,2004,10,30,13252.83333,65.95833333
1,2004,10,31,12794.08333,70.75
1,2004,11,1,13503.95833,59.29166667
1,2004,11,2,13727.5,66.41666667
1,2004,11,3,13479.54167,64.08333333
1,2004,11,4,14967.08333,55.75
1,2004,11,5,15157.41667,52.08333333
1,2004,11,6,15398.20833,49.04166667
1,2004,11,7,14155.20833,56.79166667
1,2004,11,8,14482.95833,52.41666667
1,2004,11,9,17308.125,43.25
1,2004,11,10,18049.95833,40.875
1,2004,11,11,17577.04167,48.45833333
1,2004,11,12,16158.29167,54.70833333
1,2004,11,13,16090.54167,46.04166667
1,2004,11,14,18533.79167,40.20833333
1,2004,11,15,18559.33333,43.45833333
1,2004,11,16,18008.91667,44.33333333
1,2004,11,17,15113.33333,44.95833333
1,2004,11,18,14107.29167,49.70833333
1,2004,11,19,13274.79167,53.29166667
1,2004,11,20,14177.54167,56.75
1,2004,11,21,13759.29167,53.58333333
1,2004,11,22,14787.29167,54.08333333
1,2004,11,23,15527.16667,55.70833333
1,2004,11,24,16113.33333,60.29166667
1,2004,11,25,16680.79167,59.125
1,2004,11,26,19442.20833,39.66666667
1,2004,11,27,19660.16667,46.83333333
1,2004,11,28,16723.54167,55.875
1,2004,11,29,18223.20833,44.5
1,2004,11,30,17492.04167,45.25
1,2004,12,1,17013.75,54.625
1,2004,12,2,18899.5,43.20833333
1,2004,12,3,18427.875,44.875
1,2004,12,4,19687.625,41.66666667
1,2004,12,5,17944.66667,46.95833333
1,2004,12,6,17606.25,51.70833333
1,2004,12,7,15728.33333,60.16666667
1,2004,12,8,14923.20833,59.16666667
1,2004,12,9,19066.66667,52.29166667
1,2004,12,10,17382.91667,61.375
1,2004,12,11,17619.04167,51.25
1,2004,12,12,19232.125,45.16666667
1,2004,12,13,19964.54167,48
1,2004,12,14,24804.875,38.25
1,2004,12,15,25773.875,32.5
1,2004,12,16,23834.375,34.41666667
1,2004,12,17,19977.20833,39.95833333
1,2004,12,18,21664,41.04166667
1,2004,12,19,24311.75,38.79166667
1,2004,12,20,34929.70833,21.04166667
1,2004,12,21,25790.625,33.83333333
1,2004,12,22,20255,49
1,2004,12,23,18395.41667,56.41666667
1,2004,12,24,25281.54167,35.29166667
1,2004,12,25,27353.625,29.79166667
1,2004,12,26,25680.70833,30.83333333
1,2004,12,27,25150.875,29.625
1,2004,12,28,25415.58333,25.83333333
1,2004,12,29,19104.79167,40.25
1,2004,12,30,18647.83333,44.29166667
1,2004,12,31,17754.5,47.54166667
1,2005,1,1,14069.25,52.83333333
1,2005,1,2,14317.58333,48.83333333
1,2005,1,3,13367.41667,56.95833333
1,2005,1,4,11127.95833,59.20833333
1,2005,1,5,11184.5,48.91666667
1,2005,1,6,12349.20833,57.79166667
1,2005,1,7,14386.5,48.70833333
1,2005,1,8,15010.25,50.75
1,2005,1,9,17349.375,40.25
1,2005,1,10,15735.08333,43.375
1,2005,1,11,14343,44.08333333
1,2005,1,12,12473.08333,54.875
1,2005,1,13,10980.41667,61.83333333
1,2005,1,14,14080.58333,51.33333333
1,2005,1,15,20499.875,36.79166667
1,2005,1,16,20624.79167,35.75
1,2005,1,17,27662.625,28.25
1,2005,1,18,30465.95833,20.45833333
1,2005,1,19,29797.29167,21.875
1,2005,1,20,20652.83333,31.91666667
1,2005,1,21,24709,27.16666667
1,2005,1,22,28296.20833,26.58333333
1,2005,1,23,32429,22.25
1,2005,1,24,29910,24
1,2005,1,25,21691.16667,33.08333333
1,2005,1,26,18455.04167,39.91666667
1,2005,1,27,19768.25,25.08333333
1,2005,1,28,26756.29167,19.95833333
1,2005,1,29,28182.45833,27.70833333
1,2005,1,30,21891.95833,33.625
1,2005,1,31,21311.91667,32.91666667
1,2005,2,1,22978.70833,34.875
1,2005,2,2,23721.75,33.125
1,2005,2,3,23494.20833,32.625
1,2005,2,4,20384.375,35.75
1,2005,2,5,18703.79167,40.04166667
1,2005,2,6,18873.91667,40.54166667
1,2005,2,7,17565.16667,35.875
1,2005,2,8,15589.20833,42.91666667
1,2005,2,9,15552.95833,49.66666667
1,2005,2,10,19841.04167,45.33333333
1,2005,2,11,25076.08333,35.125
1,2005,2,12,19201.54167,39.75
1,2005,2,13,18139.04167,39.875
1,2005,2,14,19242.95833,46.125
1,2005,2,15,16805.5,51.20833333
1,2005,2,16,16819.375,50.70833333
1,2005,2,17,20321.25,39.79166667
1,2005,2,18,23125.75,33.58333333
1,2005,2,19,22343.83333,29.16666667
1,2005,2,20,21275.66667,35.375
1,2005,2,21,18295.375,50.75
1,2005,2,22,16020.04167,42.33333333
1,2005,2,23,16687.16667,40.83333333
1,2005,2,24,23520.04167,37
1,2005,2,25,21857.04167,30.95833333
1,2005,2,26,20840.04167,33.91666667
1,2005,2,27,21698.91667,34
1,2005,2,28,25319.5,39.45833333
1,2005,3,1,24150.54167,37.375
1,2005,3,2,25412.625,35.70833333
1,2005,3,3,24488,33.45833333
1,2005,3,4,22557.5,36.16666667
1,2005,3,5,21614.83333,36.875
1,2005,3,6,,43.41666667
1,2005,3,7,,52.91666667
1,2005,3,8,,43
1,2005,3,9,,31.54166667
1,2005,3,10,,35.70833333
1,2005,3,11,,45.54166667
1,2005,3,12,,42.75
1,2005,3,13,16012.16667,41.625
1,2005,3,14,18455.58333,37.08333333
1,2005,3,15,18706.75,37.91666667
1,2005,3,16,20748.54167,38.20833333
1,2005,3,17,22433.83333,38.29166667
1,2005,3,18,19618.375,41.75
1,2005,3,19,17837.08333,45.29166667
1,2005,3,20,15442.95833,49.70833333
1,2005,3,21,16456.125,45.875
1,2005,3,22,16955.5,43.54166667
1,2005,3,23,16195.79167,53.16666667
1,2005,3,24,15147.125,43.16666667
1,2005,3,25,17666.95833,43.08333333
1,2005,3,26,17038.375,45.54166667
1,2005,3,27,17856.95833,47.375
1,2005,3,28,15630.66667,56.75
1,2005,3,29,14131.70833,52.125
1,2005,3,30,14134.5,48.625
1,2005,3,31,14400.41667,49.66666667
1,2005,4,1,15538.41667,51.58333333
1,2005,4,2,16142.54167,55.58333333
1,2005,4,3,17197,49.16666667
1,2005,4,4,14353.75,53.66666667
1,2005,4,5,13940.29167,52.16666667
1,2005,4,6,13285.375,65.45833333
1,2005,4,7,13076.375,66.33333333
1,2005,4,8,12760.5,59.25
1,2005,4,9,12724.375,51.66666667
1,2005,4,10,13519.5,51.16666667
1,2005,4,11,13444.75,49.58333333
1,2005,4,12,14622.70833,43.79166667
1,2005,4,13,17082.04167,46.91666667
1,2005,4,14,15896.25,48.125
1,2005,4,15,14525.625,45.5
1,2005,4,16,15876.625,44.875
1,2005,4,17,15030.08333,52
1,2005,4,18,13607.625,60.20833333
1,2005,4,19,13583.08333,63.875
1,2005,4,20,14139.08333,70.95833333
1,2005,4,21,13900.20833,61.625
1,2005,4,22,12815.41667,54.29166667
1,2005,4,23,13362.58333,61.875
1,2005,4,24,17450.625,49.58333333
1,2005,4,25,15166.29167,53.5
1,2005,4,26,13966.875,56.875
1,2005,4,27,13456.375,61.54166667
1,2005,4,28,14262.125,57.70833333
1,2005,4,29,13853.08333,57.45833333
1,2005,4,30,13289.70833,65.08333333
1,2005,5,1,12774.375,58.375
1,2005,5,2,14968.79167,54.875
1,2005,5,3,15051.54167,52.75
1,2005,5,4,13903.04167,51.375
1,2005,5,5,14059.45833,51.95833333
1,2005,5,6,14368.95833,49.04166667
1,2005,5,7,14386.625,55.29166667
1,2005,5,8,13480.83333,59.41666667
1,2005,5,9,13980.625,56.25
1,2005,5,10,14301.08333,53.08333333
1,2005,5,11,15584.08333,65.41666667
1,2005,5,12,16731.375,70.70833333
1,2005,5,13,13399.66667,58.25
1,2005,5,14,14205.08333,70.125
1,2005,5,15,13241,73.33333333
1,2005,5,16,13624.5,67.375
1,2005,5,17,13419.16667,64.16666667
1,2005,5,18,14260.66667,62.875
1,2005,5,19,13458.25,64.16666667
1,2005,5,20,13090.5,65.45833333
1,2005,5,21,13003.375,61.08333333
1,2005,5,22,13196.29167,66.75
1,2005,5,23,14133.5,66.5
1,2005,5,24,13087.70833,59.125
1,2005,5,25,13329.70833,55.91666667
1,2005,5,26,14199.41667,64.625
1,2005,5,27,14425.95833,73.875
1,2005,5,28,13876.83333,68.625
1,2005,5,29,14329.75,68.75
1,2005,5,30,15197.5,71.20833333
1,2005,5,31,14862.125,68.54166667
1,2005,6,1,13655.08333,64.75
1,2005,6,2,13852.66667,62.70833333
1,2005,6,3,13442.125,67.25
1,2005,6,4,15632.08333,72.41666667
1,2005,6,5,18784.95833,76.79166667
1,2005,6,6,20706.04167,80.25
1,2005,6,7,18659.20833,79.70833333
1,2005,6,8,19846.41667,81.41666667
1,2005,6,9,19228.625,81.20833333
1,2005,6,10,19993.375,80.75
1,2005,6,11,19252.91667,79.66666667
1,2005,6,12,18443.58333,80.70833333
1,2005,6,13,20565.66667,83.91666667
1,2005,6,14,23093.25,87.08333333
1,2005,6,15,21602.25,86.625
1,2005,6,16,18585.66667,82.66666667
1,2005,6,17,16363,76.75
1,2005,6,18,15149.75,73.95833333
1,2005,6,19,14539.20833,72.08333333
1,2005,6,20,,67.66666667
1,2005,6,21,,70.66666667
1,2005,6,22,,78.29166667
1,2005,6,23,,74.41666667
1,2005,6,24,,75.45833333
1,2005,6,25,,77.33333333
1,2005,6,26,,76.58333333
1,2005,6,27,22072.75,80.875
1,2005,6,28,19463.625,83.66666667
1,2005,6,29,20075.33333,77.41666667
1,2005,6,30,22127.08333,80.79166667
1,2005,7,1,23002.75,83.625
1,2005,7,2,20685.45833,80.45833333
1,2005,7,3,20372.33333,77.66666667
1,2005,7,4,20519.83333,76.66666667
1,2005,7,5,20923.04167,79.54166667
1,2005,7,6,21055.16667,82.66666667
1,2005,7,7,16419.79167,79.75
1,2005,7,8,18611.79167,80.125
1,2005,7,9,20350.70833,80.79166667
1,2005,7,10,21632.29167,82.125
1,2005,7,11,21562.375,83.83333333
1,2005,7,12,22911.08333,85.79166667
1,2005,7,13,22690.41667,82.04166667
1,2005,7,14,19027.79167,83.125
1,2005,7,15,20390,82.16666667
1,2005,7,16,21966.95833,83.54166667
1,2005,7,17,23283.04167,86.16666667
1,2005,7,18,24015.75,87.25
1,2005,7,19,24122.75,88.79166667
1,2005,7,20,24818.45833,86.29166667
1,2005,7,21,25597.79167,85.70833333
1,2005,7,22,24554.125,85.16666667
1,2005,7,23,24165.45833,83.875
1,2005,7,24,22451.91667,80.33333333
1,2005,7,25,26390.70833,82.45833333
1,2005,7,26,27077.75,88.16666667
1,2005,7,27,27438.66667,90.29166667
1,2005,7,28,20547.91667,81.41666667
1,2005,7,29,18069.5,79.16666667
1,2005,7,30,18735.91667,79.20833333
1,2005,7,31,18434.375,78.875
1,2005,8,1,20907.375,79.79166667
1,2005,8,2,22862.41667,81.45833333
1,2005,8,3,24466.375,84.29166667
1,2005,8,4,24787.58333,83.625
1,2005,8,5,25083.41667,85.16666667
1,2005,8,6,23226.75,84.79166667
1,2005,8,7,21162.66667,83.75
1,2005,8,8,21364.45833,82.45833333
1,2005,8,9,19582.25,80.41666667
1,2005,8,10,22312.54167,81.95833333
1,2005,8,11,24521.66667,84.16666667
1,2005,8,12,25617.29167,83.91666667
1,2005,8,13,25883.70833,84.29166667
1,2005,8,14,26026.79167,84.45833333
1,2005,8,15,25181.625,84.20833333
1,2005,8,16,21793.95833,80.375
1,2005,8,17,20857.45833,77.04166667
1,2005,8,18,17598.70833,76.79166667
1,2005,8,19,20777.375,77.16666667
1,2005,8,20,24090.125,80.25
1,2005,8,21,24673.45833,84.04166667
1,2005,8,22,22140.875,81.79166667
1,2005,8,23,19534.20833,74.375
1,2005,8,24,19931.08333,75.91666667
1,2005,8,25,19069.79167,72.70833333
1,2005,8,26,16687,72.20833333
1,2005,8,27,15634.41667,75.16666667
1,2005,8,28,19689,78.5
1,2005,8,29,19515,77.875
1,2005,8,30,20673.79167,81.125
1,2005,8,31,20384.33333,84.83333333
1,2005,9,1,18893.875,77.95833333
1,2005,9,2,19219.83333,77.33333333
1,2005,9,3,18593.125,75.95833333
1,2005,9,4,17403.33333,71.91666667
1,2005,9,5,15857.58333,73.16666667
1,2005,9,6,15922.875,71.33333333
1,2005,9,7,15560.125,71.70833333
1,2005,9,8,15671.91667,71.08333333
1,2005,9,9,16496.83333,71.91666667
1,2005,9,10,,72.83333333
1,2005,9,11,,70.54166667
1,2005,9,12,,69.625
1,2005,9,13,,74.66666667
1,2005,9,14,,80.125
1,2005,9,15,,80.5
1,2005,9,16,,79.54166667
1,2005,9,17,18850.375,80.33333333
1,2005,9,18,18418.58333,77.08333333
1,2005,9,19,18462.91667,75.54166667
1,2005,9,20,18680.29167,77.29166667
1,2005,9,21,17902.66667,74.33333333
1,2005,9,22,17984.125,72.75
1,2005,9,23,19870.375,79.04166667
1,2005,9,24,16607.54167,75.25
1,2005,9,25,14999.25,72.25
1,2005,9,26,16028.125,76.125
1,2005,9,27,16197.08333,72.25
1,2005,9,28,14949.54167,68.04166667
1,2005,9,29,14219.04167,71.625
1,2005,9,30,12977.95833,62.79166667
1,2005,10,1,14013.91667,63.25
1,2005,10,2,15030.95833,63.95833333
1,2005,10,3,14814.75,69.58333333
1,2005,10,4,14679.29167,73.95833333
1,2005,10,5,14626.625,74.29166667
1,2005,10,6,15171.125,76.70833333
1,2005,10,7,15099.41667,76.70833333
1,2005,10,8,15254.66667,74.70833333
1,2005,10,9,14028.16667,64.95833333
1,2005,10,10,13718.375,67
1,2005,10,11,13631.70833,66.79166667
1,2005,10,12,13447,65.08333333
1,2005,10,13,14021,64.75
1,2005,10,14,13532.83333,66.33333333
1,2005,10,15,13508,69.58333333
1,2005,10,16,13109.875,65.41666667
1,2005,10,17,13677.95833,58.54166667
1,2005,10,18,13829.70833,64.58333333
1,2005,10,19,14224.95833,65.91666667
1,2005,10,20,14422.625,65.29166667
1,2005,10,21,13735.375,63.45833333
1,2005,10,22,14011.54167,67.41666667
1,2005,10,23,14019.875,57.625
1,2005,10,24,16178.66667,58.83333333
1,2005,10,25,17914.375,52.45833333
1,2005,10,26,16974.625,53.41666667
1,2005,10,27,17878.33333,50
1,2005,10,28,16033.91667,48.5
1,2005,10,29,16768.41667,46.91666667
1,2005,10,30,15836.16667,53.375
1,2005,10,31,15088.33333,57.04166667
1,2005,11,1,14889.5,60.125
1,2005,11,2,14349.04167,55.91666667
1,2005,11,3,15493.08333,54.29166667
1,2005,11,4,14469.75,62.125
1,2005,11,5,13440.58333,65
1,2005,11,6,13293.875,65.95833333
1,2005,11,7,13425.375,59.54166667
1,2005,11,8,14315.08333,60
1,2005,11,9,13571.375,66.875
1,2005,11,10,14084.25,60.16666667
1,2005,11,11,17278,48.95833333
1,2005,11,12,16688.58333,48.91666667
1,2005,11,13,15258.95833,59.75
1,2005,11,14,13328.66667,65.29166667
1,2005,11,15,13184.375,65.70833333
1,2005,11,16,13683.79167,68.79166667
1,2005,11,17,18969.95833,46.83333333
1,2005,11,18,21637.91667,37.5
1,2005,11,19,20678.91667,39.66666667
1,2005,11,20,16848.375,49.66666667
1,2005,11,21,17419.66667,56.625
1,2005,11,22,19620.33333,49.54166667
1,2005,11,23,23377.20833,41.33333333
1,2005,11,24,18538.625,52.16666667
1,2005,11,25,23327.58333,32.75
1,2005,11,26,22820.16667,37.04166667
1,2005,11,27,21467.75,48.16666667
1,2005,11,28,16994.16667,64.875
1,2005,11,29,14268.58333,66.25
1,2005,11,30,16842.91667,55.70833333
1,2005,12,1,20090.83333,43.29166667
1,2005,12,2,21019.91667,43.54166667
1,2005,12,3,22188.875,39.08333333
1,2005,12,4,17914.79167,51.70833333
1,2005,12,5,23047.70833,38.20833333
1,2005,12,6,24032.375,35.875
1,2005,12,7,25281.08333,34.625
1,2005,12,8,25853.625,32.25
