zone_id,year,month,day,h1
1,2004,6,23,16977.75
1,2004,6,24,19278.291666666668
1,2004,6,25,16435.291666666668
1,2004,6,26,17526.708333333332
1,2004,6,27,15437.375
1,2004,6,28,16970.25
1,2004,6,29,17787.166666666668
1,2004,6,30,18681.375
1,2004,7,1,19595.75
1,2004,7,2,21969.125
1,2004,7,3,21847.541666666668
1,2004,7,4,21690.375
1,2004,7,5,22987.208333333332
1,2004,7,6,23608.166666666668
1,2004,7,7,22013.875
1,2004,7,8,21846.041666666668
1,2004,7,9,22580.416666666668
1,2004,7,10,20280.708333333332
1,2004,7,11,20825.458333333332
1,2004,7,12,22090.541666666668
1,2004,7,13,22909.333333333332
1,2004,7,14,22794.791666666668
1,2004,7,15,19566.833333333332
1,2004,7,16,18895.208333333332
1,2004,7,17,17786.458333333332
1,2004,7,18,17898.375
1,2004,7,19,19417.791666666668
1,2004,7,20,19549.583333333332
1,2004,7,21,20600.25
1,2004,7,22,19095.583333333332
1,2004,7,23,21299.666666666668
1,2004,7,24,20068.916666666668
1,2004,7,25,17529.208333333332
1,2004,7,26,17760.083333333332
1,2004,7,27,18627.958333333332
1,2004,7,28,20219.291666666668
1,2004,7,29,17710.541666666668
1,2004,7,30,20804.958333333332
1,2004,7,31,22628.291666666668
1,2004,8,1,23407.916666666668
1,2004,8,2,21017.625
1,2004,8,3,21958.25
1,2004,8,4,22892.083333333332
1,2004,8,5,17754.083333333332
1,2004,8,6,15369.333333333334
1,2004,8,7,15246.916666666666
1,2004,8,8,16147.5
1,2004,8,9,18128.333333333332
1,2004,8,10,18987.541666666668
1,2004,8,11,18911.875
1,2004,8,12,16063.083333333334
1,2004,8,13,16565.791666666668
1,2004,8,14,14482.166666666666
1,2004,8,15,14962.375
1,2004,8,16,17210.166666666668
1,2004,8,17,16757.875
1,2004,8,18,19022.041666666668
1,2004,8,19,20986.875
1,2004,8,20,21824.041666666668
1,2004,8,21,19627.208333333332
1,2004,8,22,17046.125
1,2004,8,23,18117.5
1,2004,8,24,18910.958333333332
1,2004,8,25,17212.0
1,2004,8,26,16980.75
1,2004,8,27,18915.0
1,2004,8,28,20447.916666666668
1,2004,8,29,18987.583333333332
1,2004,8,30,18209.5
1,2004,8,31,19312.583333333332
1,2004,9,1,18360.375
1,2004,9,2,16788.0
1,2004,9,3,16562.875
1,2004,9,4,17771.708333333332
1,2004,9,5,17924.666666666668
1,2004,9,6,15463.375
1,2004,9,7,15681.083333333334
1,2004,9,8,16104.5
1,2004,9,9,16956.666666666668
1,2004,9,10,15948.375
1,2004,9,11,16057.75
1,2004,9,12,16350.791666666666
1,2004,9,13,16028.541666666666
1,2004,9,14,15114.166666666666
1,2004,9,15,14895.708333333334
1,2004,9,16,14895.5
1,2004,9,17,15387.0
1,2004,9,18,13694.958333333334
1,2004,9,19,13097.416666666666
1,2004,9,20,13210.75
1,2004,9,21,13710.0
1,2004,9,22,15394.875
1,2004,9,23,15852.291666666666
1,2004,9,24,15074.5
1,2004,9,25,15021.208333333334
1,2004,9,26,14938.75
1,2004,9,27,13799.083333333334
1,2004,9,28,14502.833333333334
1,2004,9,29,14671.458333333334
1,2004,9,30,14179.375
1,2004,10,1,13179.833333333334
1,2004,10,2,14367.541666666666
1,2004,10,3,13381.833333333334
1,2004,10,4,14026.291666666666
1,2004,10,5,13233.791666666666
1,2004,10,6,13389.25
1,2004,10,7,13756.5
1,2004,10,8,13637.166666666666
1,2004,10,9,13234.25
1,2004,10,10,13460.958333333334
1,2004,10,11,13608.333333333334
1,2004,10,12,13631.541666666666
1,2004,10,13,13925.0
1,2004,10,14,13620.208333333334
1,2004,10,15,13350.666666666666
1,2004,10,16,14495.458333333334
1,2004,10,17,14524.5
1,2004,10,18,15124.958333333334
1,2004,10,19,13764.791666666666
1,2004,10,20,13693.208333333334
1,2004,10,21,14174.916666666666
1,2004,10,22,14256.833333333334
1,2004,10,23,14811.791666666666
1,2004,10,24,14450.25
1,2004,10,25,13837.708333333334
1,2004,10,26,13368.208333333334
1,2004,10,27,14495.416666666666
1,2004,10,28,14651.333333333334
1,2004,10,29,13686.25
1,2004,10,30,13252.833333333334
1,2004,10,31,12794.083333333334
1,2004,11,1,13503.958333333334
1,2004,11,2,13727.5
1,2004,11,3,13479.541666666666
1,2004,11,4,14967.083333333334
1,2004,11,5,15157.416666666666
1,2004,11,6,15398.208333333334
1,2004,11,7,14155.208333333334
1,2004,11,8,14482.958333333334
1,2004,11,9,17308.125
1,2004,11,10,18049.958333333332
1,2004,11,11,17577.041666666668
1,2004,11,12,16158.291666666666
1,2004,11,13,16090.541666666666
1,2004,11,14,18533.791666666668
1,2004,11,15,18559.333333333332
1,2004,11,16,18008.916666666668
1,2004,11,17,15113.333333333334
1,2004,11,18,14107.291666666666
1,2004,11,19,13274.791666666666
1,2004,11,20,14177.541666666666
1,2004,11,21,13759.291666666666
1,2004,11,22,14787.291666666666
1,2004,11,23,15527.166666666666
1,2004,11,24,16113.333333333334
1,2004,11,25,16680.791666666668
1,2004,11,26,19442.208333333332
1,2004,11,27,19660.166666666668
1,2004,11,28,16723.541666666668
1,2004,11,29,18223.208333333332
1,2004,11,30,17492.041666666668
1,2004,12,1,17013.75
1,2004,12,2,18899.5
1,2004,12,3,18427.875
1,2004,12,4,19687.625
1,2004,12,5,17944.666666666668
1,2004,12,6,17606.25
1,2004,12,7,15728.333333333334
1,2004,12,8,14923.208333333334
1,2004,12,9,19066.666666666668
1,2004,12,10,17382.916666666668
1,2004,12,11,17619.041666666668
1,2004,12,12,19232.125
1,2004,12,13,19964.541666666668
1,2004,12,14,24804.875
1,2004,12,15,25773.875
1,2004,12,16,23834.375
1,2004,12,17,19977.208333333332
1,2004,12,18,21664.0
1,2004,12,19,24311.75
1,2004,12,20,34929.708333333336
1,2004,12,21,25790.625
1,2004,12,22,20255.0
1,2004,12,23,18395.416666666668
1,2004,12,24,25281.541666666668
1,2004,12,25,27353.625
1,2004,12,26,25680.708333333332
1,2004,12,27,25150.875
1,2004,12,28,25415.583333333332
1,2004,12,29,19104.791666666668
1,2004,12,30,18647.833333333332
1,2004,12,31,17754.5
1,2005,1,1,14069.25
1,2005,1,2,14317.583333333334
1,2005,1,3,13367.416666666666
1,2005,1,4,11127.958333333334
1,2005,1,5,11184.5
1,2005,1,6,12349.208333333334
1,2005,1,7,14386.5
1,2005,1,8,15010.25
1,2005,1,9,17349.375
1,2005,1,10,15735.083333333334
1,2005,1,11,14343.0
1,2005,1,12,12473.083333333334
1,2005,1,13,10980.416666666666
1,2005,1,14,14080.583333333334
1,2005,1,15,20499.875
1,2005,1,16,20624.791666666668
1,2005,1,17,27662.625
1,2005,1,18,30465.958333333332
1,2005,1,19,29797.291666666668
1,2005,1,20,20652.833333333332
1,2005,1,21,24709.0
1,2005,1,22,28296.208333333332
1,2005,1,23,32429.0
1,2005,1,24,29910.0
1,2005,1,25,21691.166666666668
1,2005,1,26,18455.041666666668
1,2005,1,27,19768.25
1,2005,1,28,26756.291666666668
1,2005,1,29,28182.458333333332
1,2005,1,30,21891.958333333332
1,2005,1,31,21311.916666666668
1,2005,2,1,22978.708333333332
1,2005,2,2,23721.75
1,2005,2,3,23494.208333333332
1,2005,2,4,20384.375
1,2005,2,5,18703.791666666668
1,2005,2,6,18873.916666666668
1,2005,2,7,17565.166666666668
1,2005,2,8,15589.208333333334
1,2005,2,9,15552.958333333334
1,2005,2,10,19841.041666666668
1,2005,2,11,25076.083333333332
1,2005,2,12,19201.541666666668
1,2005,2,13,18139.041666666668
1,2005,2,14,19242.958333333332
1,2005,2,15,16805.5
1,2005,2,16,16819.375
1,2005,2,17,20321.25
1,2005,2,18,23125.75
1,2005,2,19,22343.833333333332
1,2005,2,20,21275.666666666668
1,2005,2,21,18295.375
1,2005,2,22,16020.041666666666
1,2005,2,23,16687.166666666668
1,2005,2,24,23520.041666666668
1,2005,2,25,21857.041666666668
1,2005,2,26,20840.041666666668
1,2005,2,27,21698.916666666668
1,2005,2,28,25319.5
1,2005,3,1,24150.541666666668
1,2005,3,2,25412.625
1,2005,3,3,24488.0
1,2005,3,4,22557.5
1,2005,3,5,21614.833333333332
1,2005,3,6,
1,2005,3,7,
1,2005,3,8,
1,2005,3,9,
1,2005,3,10,
1,2005,3,11,
1,2005,3,12,
1,2005,3,13,16012.166666666666
1,2005,3,14,18455.583333333332
1,2005,3,15,18706.75
1,2005,3,16,20748.541666666668
1,2005,3,17,22433.833333333332
1,2005,3,18,19618.375
1,2005,3,19,17837.083333333332
1,2005,3,20,15442.958333333334
1,2005,3,21,16456.125
1,2005,3,22,16955.5
1,2005,3,23,16195.791666666666
1,2005,3,24,15147.125
1,2005,3,25,17666.958333333332
1,2005,3,26,17038.375
1,2005,3,27,17856.958333333332
1,2005,3,28,15630.666666666666
1,2005,3,29,14131.708333333334
1,2005,3,30,14134.5
1,2005,3,31,14400.416666666666
1,2005,4,1,15538.416666666666
1,2005,4,2,16142.541666666666
1,2005,4,3,17197.0
1,2005,4,4,14353.75
1,2005,4,5,13940.291666666666
1,2005,4,6,13285.375
1,2005,4,7,13076.375
1,2005,4,8,12760.5
1,2005,4,9,12724.375
1,2005,4,10,13519.5
1,2005,4,11,13444.75
1,2005,4,12,14622.708333333334
1,2005,4,13,17082.041666666668
1,2005,4,14,15896.25
1,2005,4,15,14525.625
1,2005,4,16,15876.625
1,2005,4,17,15030.083333333334
1,2005,4,18,13607.625
1,2005,4,19,13583.083333333334
1,2005,4,20,14139.083333333334
1,2005,4,21,13900.208333333334
1,2005,4,22,12815.416666666666
1,2005,4,23,13362.583333333334
1,2005,4,24,17450.625
1,2005,4,25,15166.291666666666
1,2005,4,26,13966.875
1,2005,4,27,13456.375
1,2005,4,28,14262.125
1,2005,4,29,13853.083333333334
1,2005,4,30,13289.708333333334
1,2005,5,1,12774.375
1,2005,5,2,14968.791666666666
1,2005,5,3,15051.541666666666
1,2005,5,4,13903.041666666666
1,2005,5,5,14059.458333333334
1,2005,5,6,14368.958333333334
1,2005,5,7,14386.625
1,2005,5,8,13480.833333333334
1,2005,5,9,13980.625
1,2005,5,10,14301.083333333334
1,2005,5,11,15584.083333333334
1,2005,5,12,16731.375
1,2005,5,13,13399.666666666666
1,2005,5,14,14205.083333333334
1,2005,5,15,13241.0
1,2005,5,16,13624.5
1,2005,5,17,13419.166666666666
1,2005,5,18,14260.666666666666
1,2005,5,19,13458.25
1,2005,5,20,13090.5
1,2005,5,21,13003.375
1,2005,5,22,13196.291666666666
1,2005,5,23,14133.5
1,2005,5,24,13087.708333333334
1,2005,5,25,13329.708333333334
1,2005,5,26,14199.416666666666
1,2005,5,27,14425.958333333334
1,2005,5,28,13876.833333333334
1,2005,5,29,14329.75
1,2005,5,30,15197.5
1,2005,5,31,14862.125
1,2005,6,1,13655.083333333334
1,2005,6,2,13852.666666666666
1,2005,6,3,13442.125
1,2005,6,4,15632.083333333334
1,2005,6,5,18784.958333333332
1,2005,6,6,20706.041666666668
1,2005,6,7,18659.208333333332
1,2005,6,8,19846.416666666668
1,2005,6,9,19228.625
1,2005,6,10,19993.375
1,2005,6,11,19252.916666666668
1,2005,6,12,18443.583333333332
1,2005,6,13,20565.666666666668
1,2005,6,14,23093.25
1,2005,6,15,21602.25
1,2005,6,16,18585.666666666668
1,2005,6,17,16363.0
1,2005,6,18,15149.75
1,2005,6,19,14539.208333333334
1,2005,6,20,
1,2005,6,21,
1,2005,6,22,
1,2005,6,23,
1,2005,6,24,
1,2005,6,25,
1,2005,6,26,
1,2005,6,27,22072.75
1,2005,6,28,19463.625
1,2005,6,29,20075.333333333332
1,2005,6,30,22127.083333333332
1,2005,7,1,23002.75
1,2005,7,2,20685.458333333332
1,2005,7,3,20372.333333333332
1,2005,7,4,20519.833333333332
1,2005,7,5,20923.041666666668
1,2005,7,6,21055.166666666668
1,2005,7,7,16419.791666666668
1,2005,7,8,18611.791666666668
1,2005,7,9,20350.708333333332
1,2005,7,10,21632.291666666668
1,2005,7,11,21562.375
1,2005,7,12,22911.083333333332
1,2005,7,13,22690.416666666668
1,2005,7,14,19027.791666666668
1,2005,7,15,20390.0
1,2005,7,16,21966.958333333332
1,2005,7,17,23283.041666666668
1,2005,7,18,24015.75
1,2005,7,19,24122.75
1,2005,7,20,24818.458333333332
1,2005,7,21,25597.791666666668
1,2005,7,22,24554.125
1,2005,7,23,24165.458333333332
1,2005,7,24,22451.916666666668
1,2005,7,25,26390.708333333332
1,2005,7,26,27077.75
1,2005,7,27,27438.666666666668
1,2005,7,28,20547.916666666668
1,2005,7,29,18069.5
1,2005,7,30,18735.916666666668
1,2005,7,31,18434.375
1,2005,8,1,20907.375
1,2005,8,2,22862.416666666668
1,2005,8,3,24466.375
1,2005,8,4,24787.583333333332
1,2005,8,5,25083.416666666668
1,2005,8,6,23226.75
1,2005,8,7,21162.666666666668
1,2005,8,8,21364.458333333332
1,2005,8,9,19582.25
1,2005,8,10,22312.541666666668
1,2005,8,11,24521.666666666668
1,2005,8,12,25617.291666666668
1,2005,8,13,25883.708333333332
1,2005,8,14,26026.791666666668
1,2005,8,15,25181.625
1,2005,8,16,21793.958333333332
1,2005,8,17,20857.458333333332
1,2005,8,18,17598.708333333332
1,2005,8,19,20777.375
1,2005,8,20,24090.125
1,2005,8,21,24673.458333333332
1,2005,8,22,22140.875
1,2005,8,23,19534.208333333332
1,2005,8,24,19931.083333333332
1,2005,8,25,19069.791666666668
1,2005,8,26,16687.0
1,2005,8,27,15634.416666666666
1,2005,8,28,19689.0
1,2005,8,29,19515.0
1,2005,8,30,20673.791666666668
1,2005,8,31,20384.333333333332
1,2005,9,1,18893.875
1,2005,9,2,19219.833333333332
1,2005,9,3,18593.125
1,2005,9,4,17403.333333333332
1,2005,9,5,15857.583333333334
1,2005,9,6,15922.875
1,2005,9,7,15560.125
1,2005,9,8,15671.916666666666
1,2005,9,9,16496.833333333332
1,2005,9,10,
1,2005,9,11,
1,2005,9,12,
1,2005,9,13,
1,2005,9,14,
1,2005,9,15,
1,2005,9,16,
1,2005,9,17,18850.375
1,2005,9,18,18418.583333333332
1,2005,9,19,18462.916666666668
1,2005,9,20,18680.291666666668
1,2005,9,21,17902.666666666668
1,2005,9,22,17984.125
1,2005,9,23,19870.375
1,2005,9,24,16607.541666666668
1,2005,9,25,14999.25
1,2005,9,26,16028.125
1,2005,9,27,16197.083333333334
1,2005,9,28,14949.541666666666
1,2005,9,29,14219.041666666666
1,2005,9,30,12977.958333333334
1,2005,10,1,14013.916666666666
1,2005,10,2,15030.958333333334
1,2005,10,3,14814.75
1,2005,10,4,14679.291666666666
1,2005,10,5,14626.625
1,2005,10,6,15171.125
1,2005,10,7,15099.416666666666
1,2005,10,8,15254.666666666666
1,2005,10,9,14028.166666666666
1,2005,10,10,13718.375
1,2005,10,11,13631.708333333334
1,2005,10,12,13447.0
1,2005,10,13,14021.0
1,2005,10,14,13532.833333333334
1,2005,10,15,13508.0
1,2005,10,16,13109.875
1,2005,10,17,13677.958333333334
1,2005,10,18,13829.708333333334
1,2005,10,19,14224.958333333334
1,2005,10,20,14422.625
1,2005,10,21,13735.375
1,2005,10,22,14011.541666666666
1,2005,10,23,14019.875
1,2005,10,24,16178.666666666666
1,2005,10,25,17914.375
1,2005,10,26,16974.625
1,2005,10,27,17878.333333333332
1,2005,10,28,16033.916666666666
1,2005,10,29,16768.416666666668
1,2005,10,30,15836.166666666666
1,2005,10,31,15088.333333333334
1,2005,11,1,14889.5
1,2005,11,2,14349.041666666666
1,2005,11,3,15493.083333333334
1,2005,11,4,14469.75
1,2005,11,5,13440.583333333334
1,2005,11,6,13293.875
1,2005,11,7,13425.375
1,2005,11,8,14315.083333333334
1,2005,11,9,13571.375
1,2005,11,10,14084.25
1,2005,11,11,17278.0
1,2005,11,12,16688.583333333332
1,2005,11,13,15258.958333333334
1,2005,11,14,13328.666666666666
1,2005,11,15,13184.375
1,2005,11,16,13683.791666666666
1,2005,11,17,18969.958333333332
1,2005,11,18,21637.916666666668
1,2005,11,19,20678.916666666668
1,2005,11,20,16848.375
1,2005,11,21,17419.666666666668
1,2005,11,22,19620.333333333332
1,2005,11,23,23377.208333333332
1,2005,11,24,18538.625
1,2005,11,25,23327.583333333332
1,2005,11,26,22820.166666666668
1,2005,11,27,21467.75
1,2005,11,28,16994.166666666668
1,2005,11,29,14268.583333333334
1,2005,11,30,16842.916666666668
1,2005,12,1,20090.833333333332
1,2005,12,2,21019.916666666668
1,2005,12,3,22188.875
1,2005,12,4,17914.791666666668
1,2005,12,5,23047.708333333332
1,2005,12,6,24032.375
1,2005,12,7,25281.083333333332
1,2005,12,8,25853.625
1,2005,12,9,24488.708333333332
1,2005,12,10,24872.375
1,2005,12,11,23099.916666666668
1,2005,12,12,22582.875
1,2005,12,13,24849.375
1,2005,12,14,29224.875
1,2005,12,15,27288.916666666668
1,2005,12,16,21618.791666666668
1,2005,12,17,23356.708333333332
1,2005,12,18,21819.833333333332
1,2005,12,19,24901.958333333332
1,2005,12,20,26646.333333333332
1,2005,12,21,26464.708333333332
1,2005,12,22,24857.958333333332
1,2005,12,23,22635.75
1,2005,12,24,19555.208333333332
1,2005,12,25,
1,2005,12,26,
1,2005,12,27,
1,2005,12,28,
1,2005,12,29,
1,2005,12,30,
1,2005,12,31,
1,2006,1,1,19755.625
1,2006,1,2,22764.75
1,2006,1,3,18122.208333333332
1,2006,1,4,18997.666666666668
1,2006,1,5,18623.541666666668
1,2006,1,6,21456.541666666668
1,2006,1,7,23059.708333333332
1,2006,1,8,20437.666666666668
1,2006,1,9,16369.791666666666
1,2006,1,10,16422.083333333332
1,2006,1,11,17881.0
1,2006,1,12,17645.75
1,2006,1,13,18788.458333333332
1,2006,1,14,21119.625
1,2006,1,15,23010.0
1,2006,1,16,21339.0
1,2006,1,17,20498.875
1,2006,1,18,19884.958333333332
1,2006,1,19,20096.375
1,2006,1,20,17574.583333333332
1,2006,1,21,16297.625
1,2006,1,22,20557.083333333332
1,2006,1,23,21020.166666666668
1,2006,1,24,17824.958333333332
1,2006,1,25,21937.375
1,2006,1,26,23118.208333333332
1,2006,1,27,22273.958333333332
1,2006,1,28,18476.25
1,2006,1,29,16518.666666666668
1,2006,1,30,15825.833333333334
1,2006,1,31,18821.666666666668
1,2006,2,1,20579.791666666668
1,2006,2,2,19603.416666666668
1,2006,2,3,15232.083333333334
1,2006,2,4,18116.708333333332
1,2006,2,5,21919.916666666668
1,2006,2,6,22051.75
1,2006,2,7,21514.375
1,2006,2,8,22832.666666666668
1,2006,2,9,23456.333333333332
1,2006,2,10,22945.958333333332
1,2006,2,11,24121.125
1,2006,2,12,23848.041666666668
1,2006,2,13,
1,2006,2,14,
1,2006,2,15,
1,2006,2,16,
1,2006,2,17,
1,2006,2,18,
1,2006,2,19,
1,2006,2,20,22851.75
1,2006,2,21,18682.375
1,2006,2,22,19658.916666666668
1,2006,2,23,17636.166666666668
1,2006,2,24,18452.708333333332
1,2006,2,25,19724.0
1,2006,2,26,21152.083333333332
1,2006,2,27,23006.208333333332
1,2006,2,28,16193.75
1,2006,3,1,15522.166666666666
1,2006,3,2,15297.583333333334
1,2006,3,3,17945.25
1,2006,3,4,20702.708333333332
1,2006,3,5,18429.125
1,2006,3,6,19983.125
1,2006,3,7,18315.416666666668
1,2006,3,8,19343.416666666668
1,2006,3,9,15549.125
1,2006,3,10,13027.166666666666
1,2006,3,11,13319.708333333334
1,2006,3,12,13335.708333333334
1,2006,3,13,13664.416666666666
1,2006,3,14,13611.0
1,2006,3,15,17206.5
1,2006,3,16,15611.708333333334
1,2006,3,17,15775.291666666666
1,2006,3,18,18138.541666666668
1,2006,3,19,18687.041666666668
1,2006,3,20,18634.041666666668
1,2006,3,21,21621.083333333332
1,2006,3,22,20883.416666666668
1,2006,3,23,19160.291666666668
1,2006,3,24,18139.75
1,2006,3,25,20223.75
1,2006,3,26,20346.833333333332
1,2006,3,27,18570.833333333332
1,2006,3,28,16803.375
1,2006,3,29,16280.875
1,2006,3,30,15805.583333333334
1,2006,3,31,13748.416666666666
1,2006,4,1,13071.041666666666
1,2006,4,2,13280.083333333334
1,2006,4,3,13404.083333333334
1,2006,4,4,14390.0
1,2006,4,5,14807.333333333334
1,2006,4,6,14921.541666666666
1,2006,4,7,13320.25
1,2006,4,8,12907.0
1,2006,4,9,15053.041666666666
1,2006,4,10,15732.291666666666
1,2006,4,11,14634.666666666666
1,2006,4,12,13586.75
1,2006,4,13,14175.5
1,2006,4,14,14002.25
1,2006,4,15,15030.958333333334
1,2006,4,16,13810.5
1,2006,4,17,12826.5
1,2006,4,18,14656.0
1,2006,4,19,14077.625
1,2006,4,20,14576.125
1,2006,4,21,13850.791666666666
1,2006,4,22,13167.208333333334
1,2006,4,23,13703.333333333334
1,2006,4,24,14537.416666666666
1,2006,4,25,14585.208333333334
1,2006,4,26,13748.458333333334
1,2006,4,27,13933.625
1,2006,4,28,13775.666666666666
1,2006,4,29,13615.666666666666
1,2006,4,30,13624.583333333334
1,2006,5,1,14251.333333333334
1,2006,5,2,14113.833333333334
1,2006,5,3,13365.291666666666
1,2006,5,4,14656.666666666666
1,2006,5,5,14101.875
1,2006,5,6,14530.291666666666
1,2006,5,7,14348.5
1,2006,5,8,15175.333333333334
1,2006,5,9,14524.833333333334
1,2006,5,10,14667.416666666666
1,2006,5,11,13848.541666666666
1,2006,5,12,14069.0
1,2006,5,13,14128.0
1,2006,5,14,13402.125
1,2006,5,15,14481.666666666666
1,2006,5,16,14251.666666666666
1,2006,5,17,13957.041666666666
1,2006,5,18,13666.416666666666
1,2006,5,19,13650.083333333334
1,2006,5,20,14230.458333333334
1,2006,5,21,14592.375
1,2006,5,22,14022.208333333334
1,2006,5,23,13958.083333333334
1,2006,5,24,14478.125
1,2006,5,25,
1,2006,5,26,
1,2006,5,27,
1,2006,5,28,
1,2006,5,29,
1,2006,5,30,
1,2006,5,31,
1,2006,6,1,20822.291666666668
1,2006,6,2,19556.583333333332
1,2006,6,3,16998.75
1,2006,6,4,16731.083333333332
1,2006,6,5,14808.708333333334
1,2006,6,6,15007.416666666666
1,2006,6,7,16705.375
1,2006,6,8,15778.166666666666
1,2006,6,9,16962.625
